store_name,content
회기왕족발보쌈,이동네 보쌈 맛집~ 매화수도팔고 김치도맛있고양도많고 서비스도 좋고 좋은시간~~
회기왕족발보쌈,맛있는친절한
회기왕족발보쌈,맛있어요!!
회기왕족발보쌈,족발을 너무 사랑하는 1인입니다 여기족발 너무맛있어요
회기왕족발보쌈,언제 먹어도 맛있어요
회기왕족발보쌈,너무 맛있어요!!! 가성비도 좋고 친절하시고요*^^*
회기왕족발보쌈,오늘은 보쌈김치가 먹고싶어서 보쌈으로 주문했어요
회기왕족발보쌈,가봐야지 가봐야지하다가 갔는데 좋네요
회기왕족발보쌈,보쌈을 많이 안먹어봤었는데 여기 맛집이 맞는것 같아요!! 사람 진짜 많고 고기랑 막국수랑 김치도 맛있고 기본으로 나오는 국들도 맛있어요!
회기왕족발보쌈,좋아요
회기왕족발보쌈,족발 먹고싶을때 포장해다 먹어요
회기왕족발보쌈,최애족발집입니다
회기왕족발보쌈,맛있게 먹고 좋아요감사합니다
회기왕족발보쌈,회기역 맛집 오랫만에 방문했는데역시나 맛있네요특히 저 김치가 정말 맛있어요
회기왕족발보쌈,맛있어요
회기왕족발보쌈,보쌈이 참 맛있어요.고기도 부드럽고보쌈 김치가 정말 맛있네요.
회기왕족발보쌈,그냥 보통 족발집이네요 살고기가 너무 퍽퍽해요막국수가 맛있어요 ㅎㅎ
회기왕족발보쌈,맛있어요
회기왕족발보쌈,서울에서 유명하다고해서 찾아갔어요보쌈/족발/막국수중에 보쌈이랑 김치가 완젼맛있어요ㅎ
회기왕족발보쌈,굿
회기왕족발보쌈,"서비스, 위생 모두 최악정리도 안된 테이블에 앉히고 여러모로 실망스러웠어요"
회기왕족발보쌈,ㄱㄱ
회기왕족발보쌈,"솔직한 후기로는 처음에 서비스로 주시는 시래기 된장국 이게 진짜 맛있습니다--족발 중--양은 적당했습니다 근데 족발이 조금 짯습니다! 프랜차이즈 족발처럼 달고 자극적인 족발은 아닙니다참고하세요 그리고 족발 사이즈가 조금 두꺼워요 조금만 더 얇으면 좋았을텐데 괜찮았습니다 저는--쟁반막국수--이거 굉장히 맛있네요 자극적인 시판 양념장 같지 않아서 좋았습니다!--보쌈김치--김치가 진짜 정성이 들어간 맛입니다 다데기가 많아서 다데기 많은거 싫어하시는 분들은 입에 안맞을 수도 있습니다!배추에 깐밤 , 무 ,배 , 미나리를 넣고  돌돌돌 말아서 다데기를 위에 끼얹은건데 다데기가 우리가 아는 겉절이랑 조금다른 새콤달콤한 느낌입니다"
회기왕족발보쌈,쫄깃쫄깃오래전부터이곳이우린최고라!!생각해요외국간아이들도매번이맛을기대합니다오래기다려서인지김치도마니주셨어요
회기왕족발보쌈,맛있어용 굳굳굳
회기왕족발보쌈,4명이서 가시면 특대로 주문하세요! 막국수도 맛있고 김치가 진짜 맛있어요! 양념도 시원하고 너무 잘 어울리네요👍
회기왕족발보쌈,"회기왕족발 평이 좋아 이용했는데 오늘 이후로 가지 않으려고 합니다  포장주문후 찾으러 갔더니 카운터에 있던 남자가 너무도 불친절하게 무엇을 주문했는지 빨리 말하라 며 귀찮은듯 다구치더군요. 종업원 교육을 어찌 시키는 건지 손님 한테  ""아줌마"" 라고 부르며 음식이 나왔음을 알려 주었습니다,   헉!!!  어떻게 손님을...    잘못 들은줄.....   요증 같은 세상에  어떻게 이런  불친절한 식당이 있는지  참 이해가 않됩니다내돈주고 주문해 먹으며 이렇게 기분 나쁘긴 처음 입니다"
회기왕족발보쌈,보쌈김치 양념이 특이해요!!
회기왕족발보쌈,보쌈김치가 하드캐리!! 결국 김치 추가쓰 ㅎㅎㅎㅎ
회기왕족발보쌈,미용실 원장님 추천으로 방문했어요! 회기 오면 항상 장군집만 갔었는데 보쌈 추천 받았습니다! 고기 냄새 안 나고 촉촉하니 맛있어요~ 고기도 고기지만 주인공은 저 보쌈김치!!김치 위에 양념이 잘 어울어져 특색있어요 맛있습니다!! 된장시레기국도 맛있고 쟁반국수도 추천해요! 시끌시끌하지만 회기에 한잔하러 오면 재방문할 것 같아요ㅋㅋ
회기왕족발보쌈,예전에 맛있게 먹었던 기억이 있어서 오랜만에 부모님 모시고 방문했는데 불친절 끝판왕👍 특히 남자 사장님? 입장하자마자 너무 째려보고 노려보셔서 불편했어요..
회기왕족발보쌈,오랜만에 먹어서 맛잇었어요 ㅎ
회기왕족발보쌈,양이 너무 많아서 막국수는 1/3밖에 못 먹었어요..ㅋㅋㅋㅋㅋㅋㅋㅋ돌돌말이 김치 최고ㅎㅎ
회기왕족발보쌈,집에서 보쌈해 먹는데 보쌈 김치가 없어서 보쌈 김치만구입해서 먹음!!맛있어요~
회기왕족발보쌈,맛있어요.. 지하에 서빙하시는 직원분도 친절하세요
회기왕족발보쌈,보쌈 맛집이에요 특별한맛은 아니고양도 많고 보쌈먹고싶을때 무난하게 들르기 좋아요매장도 넓어서 여러명오기에도 좋을 것 같아요!
회기왕족발보쌈,굿굿
회기왕족발보쌈,맛있게 먹었어요
회기왕족발보쌈,김치가 꼭 회무침에 올라가는 새콤한 양념이여서 넘 맛있었어요! 보쌈의 느끼함을 잘 잡아줘서 조합 굳! 가격대비 양도 괜찮고 막국수도 맛있었어요! 서울에서 놀다가 저녁에 소맥이랑 먹기 딱 좋은 곳👍🏻❤️
회기왕족발보쌈,오랜만에 방문했는데 역시 맛있어요족발양도 많고 잡내도 없고같이 시킨 막국수랑 먹으니더 맛나네요 ^^
회기왕족발보쌈,"족발은 별로였고콩나물 국, 우거지, 동치미 맛나요"
회기왕족발보쌈,한 시간 가까이 기다리다가 보쌈 안나와서 그냥 나온 사람입니다. 너무 한거 아닙니까? 계속 기다리라는 말만 하고 사라지고 보쌈 안나오냐니깐 성질 부리면서 본인도 족발로 바꿨으면 좋겠다는 아주머니! 그게 할 말 인가요? 먼 길 찾아간건데 기분만 상하고 시간 버리고 갑니다. 앞접시에 고추가루 묻어있어서 이 집은 아니다 했는데 역시네요
회기왕족발보쌈,여긴 릴리 김치 맛집 ㅜㅜ 오랜만에가도 넘 맛있어
회기왕족발보쌈,"맛집 없기로 소문난 회기에 단비같은 존재잡내 하나없고, 소주 콸콸 들어가서 나갈때 네 발로 기어나옴"
회기왕족발보쌈,늘 만족하고 돌아가는 맛집
회기왕족발보쌈,잘 먹었습니다
회기왕족발보쌈,.
회기왕족발보쌈,굿
회기왕족발보쌈,김치가 특별하고 유독 맛있는 회기왕족발보쌈 🫧 늘 포장해먹다가 처음으로 식당가서 먹었는데 똑같이 너무 맛있음요 o̴̶̷̥᷅⌓o̴̶̷᷄ 포장에는 막국수가 들어간다면 식당에서 먹을때는 막국수 대신 배추된장국이 나오네요 꽤나 맛있어요무엇보다 홀에 계시던 여사장님이 어어엄청 친절하세요 가족끼리 갔는데 기분 좋게 식사하고 나왔어요 !
회기왕족발보쌈,예전보다 간이 쎄져서 짜고 고기를 너무 두껍게 썰어서 식감이 많이 안좋아졌어요. 참고하셔서 엣날처럼 더 사랑받는 회기왕족발이 되었으면 좋겠어요.
회기왕족발보쌈,내가 회기에 가는 이유. 맛나요.
회기왕족발보쌈,"여기는 보쌈 맛집이에요. 보쌈고기 보들보들하고, 김치는 양념이 많지만 맵지 않고 상큼 달콤해요:) 치킨먹고, 2차 방문이라 보쌈 특대랑 막국수만 먹었구요~ 너무 맛있어요😆👍🏻집 가까우시면 포장해서 드셔도 아주 좋아요.저는 포장 자주 해 먹는데 푸짐하게 포장 잘해주세요.가게 항상 잘 돼서 재료들 다 신선하고, 바쁘시지만 친절하게 응대해주세요😊"
회기왕족발보쌈,너무 정신없이 먹었다문 앞에 앉아서 더 그랬고그 젊으신 남자분은 사장님이신가 왜케 인상을 쓰고 계시지ㅠㅠ 음식주문할때 막국수 안드시냐고 안물어 봤으면 좋겠네 인상쓰면서 말하니 ㄱ부담
회기왕족발보쌈,굿
회기왕족발보쌈,맛있어요^^
회기왕족발보쌈,완맛집
회기왕족발보쌈,담백하고 맛있습니다!
회기왕족발보쌈,잘 다녀갑니다^^
회기왕족발보쌈,보쌈김치 엄청 맛있어욤
회기왕족발보쌈,좋아요
회기왕족발보쌈,포장해서 먹었는데 가격 괜찮고맛나요~
회기왕족발보쌈,진짜 미친 맛!!!!!! 김치가 시원하면서도 아삭 달콤? 하 어떻게 표현해야할지 모르겠지만 하여튼 존맛!! 보쌈 수육과 찰떡!! 그리고 비빔막국수 진짜 꼭 드세요~~
회기왕족발보쌈,항상 손님이 많은 곳인데 운 좋게 바로 입장 했어요.보쌈김치가 맛있어서 족발을 시키고 김치를 추가했어요^^
회기왕족발보쌈,"경희대 맛집 족발을 포장 해왔습니다.보쌈김치는 추가해서 왔습니다.족발이 냄새 안나고 괜찮은데, 두껍네여."
회기왕족발보쌈,족발 맨날 사진찍는거 잊음
회기왕족발보쌈,친절해요
회기왕족발보쌈,감사합니다
회기왕족발보쌈,보쌈도 맛있고 족발도 맛있네요~잘먹었습니다~^^
회기왕족발보쌈,보쌈김치가 너무 맛있습니다~ 고기도 두툼한세 최고예요!!
회기왕족발보쌈,마시써용!!
회기왕족발보쌈,좋아요
호랑이도삭면,"* 기분나쁨체이지만 최대한 객관적 사실만* 2인 방문으로 메뉴 4개 키오스크 주문 후 좌석 착석* 음식 나왔는데 아무말 없이 테이블에 던지고가심 (접시가 책상에떨어지면서 덜그럭 소리 날정도)* 식사 거의 끝나기 전까지 물을 안주셔서, 다먹을때쯤 저기 물좀주세요~ 하니까 물컵 두개 탕!탕!! 물주전자 쿵~ 놓고 가심 왼쪽귀에 무선이어폰 꼽고 서빙하시는 아주머니분은 주방이랑 대화할때는 중국어로 화기애애하신데, 서빙할때는 무언가 잔뜩 화가 나 계셨습니다.  옆테이블은 만두 언제나오냐고 물어보니까 13분 동안 쪄야되는거라고 그런걸 왜물어보냐는 식으로 지르시던데.. 중국 현지인 리얼체험 유투브에서나 봤던 서비스를 겪고 왔네요.  이런 서비스라면 맛도 없게 느껴질거고 다시는 안갈집으로 금방 소문나겠어요."
호랑이도삭면,"기본 우육도삭면 먹었는데 국물은 진하고 짭짤해요. 면은 밀가루 맛 나요. 고기는 딱 장조림 맛이에요. 세가지가 전혀 안 어우러짐,,, 9500원인데 가성비 있는지는 모르겠고 그냥 예상했던 맛… 제 입맛엔 안 맞아요 진짜 무슨 맛인지 모르겠음… 꿔바로우랑 딤섬은 맛있었는데ㅠ"
호랑이도삭면,"사장인지 직원인지 중국인인거 같은데 굉장히 불친절함. 중화사상 있는듯.  들어가서 안내를 안해주길래 마음에 드는 자리에 앉았더니 키오스크 가서 주문하라고 우리쪽 쳐다도 안보고 소리침. 메인 메뉴 내려놓으면서 단무지 먹을거냐고 쏘아붙임. 그릇 내어 주는 태도도,, 흠.. 서빙알바만  3년 넘게 해봐서 이해해보려고 해도 힘들었음. 와중에 메인메뉴 다먹어도 딤섬은 안나오길래 물어봤더니 13분 걸린답니다. 말투가 아주 표독스러웠어요. 키오스크 결제 후 13분은 넘었는데 왜 안나오는진 의문이였구요. 처음부터 안내를 해줬으면 안물어봤을 텐데 그것도 못참고 왜 물어보냐는 태도가 아주 인상적이였습니다. 다신안갈 것 같네요. 돈내고 무시당하는 페티쉬 있는 이상 가는 사람이 이상할 것 같네요.참 그리고 여기 냉방 안됨."
호랑이도삭면,우육도삭면 먹었어요.입구에 들어가시면 키오스크가 바로 있어서 결제하시면 됩니다. 면이 수제비처럼 쫄깃한 식감입니다. 먹기에 좋은 식감이였어요. 간장베이스에 볶은 소고기를 함께 넣은 우육면입니다. 오향이 들어가는건지 향신료(카레향으로 착각이 들기도..)향이 납니다. 국물 자체가 해장용으로도 좋을것 같아요. 소고기 육수가 진하면서 담백하고 계속 먹고 싶게 만드는 맛입니다. 고기는 장조림 크기정도로 썰어져 있는데 많지는 않지만 골라먹는 재미가 있었습니다. 옆에 고추기름과 간장이 놓여져 있어서 취향에 맞게 간을 더 조절할 수 있게 해놨어요. 전 그냥 먹는게 좋아서 안넣었습니다. 다른 메뉴도 궁금해지게 하는 맛이였습니다.맛있게 잘 먹었습니다👍
호랑이도삭면,일 년만에 복학해서 먹었는데 여전히 맛있네요 😆
호랑이도삭면,면의 식감이 저와 잘 맞아요
호랑이도삭면,우육도삭면보다 곱창도삭면이 더 맛있었어요!! 도삭면 식감 너무 쥬아해요 ㅎㅎ
호랑이도삭면,JMT!!! 뚝딱 잘 먹었습니다!
호랑이도삭면,테이블에 있는 향신료 넣으면 완전 카레맛입니다!마라도 얼얼하고 맛있게 먹었습니다면은 두꺼운 칼숙수 느낌?입니다
호랑이도삭면,맛있어요~
호랑이도삭면,깔끔하고 가성비 좋고 양많아요.
호랑이도삭면,굿
호랑이도삭면,음식이 맛납니다.
호랑이도삭면,혼밥석이 있어서 좋네요~
호랑이도삭면,맛있어요~
호랑이도삭면,굿
호랑이도삭면,맛있어요
호랑이도삭면,우육도삭면 잘 먹었습니다!
호랑이도삭면,리뷰이벤트 안 한대요. 보고 오시는분 계실까봐 납깁니다😊한다고 써있어서 홀에 계신 중년 남성분께 리뷰 이벤트 여쭤보니 예? 안하는데요? 하시고 아 그래요 라는 말에는 대답도 없이 자리로 돌아가셨어요~ 저녁시간에 방문하고 매장에 혼자였는데 음식은 맛있고 빨리나왔습니다
호랑이도삭면,전 별로요.고기가 질겨요. 양도 적어요
호랑이도삭면,중국향(?)이 나는 우육면이에요. 맛있으려다가 말아진..?
호랑이도삭면,면의 넓이 다양해서 딱 봐도 핸드메이드이네요 ㅋㅋㅋ 고기 양이 많지 않은데 부드럽고 맛있어요!
호랑이도삭면,경희대 콘서트로 근처 밥집 검색 후 방문.계시는분들 모두 현지인(중국분)인거 같은데 분위기가 좀 무섭고 퉁명스러움ㅎㅎ 남녀노소 방문객층이 다양.키오스크 주문 후 음식 겁나 빨리 나오는데 모든 음식이 간이 너무 쎄고 꿔바로우 플러스 완전 새콤.갠적으론 별로였습니다.
호랑이도삭면,쫀득하고 맛있어요! 반정도 먹고 매운소스 넣고 먹으면 또 다른 맛으로 맛있어요 ㅋㅋㅋㅋ
호랑이도삭면,생각보다 많이 짰어요 ... 🥹면은 쫄깃한 수제비가 면으로 만들어진 느낌이라맛있었습니다 ~
호랑이도삭면,맛있는데 너무 짜요
호랑이도삭면,도삭면 특히 미니족발❤️❤️❤️😄
호랑이도삭면,맛있어요!!!강추!!!!
호랑이도삭면,빠르고 맛있어용 ;))
호랑이도삭면,"꿔바로우랑 우육도산면 가격도 너무 괜찮고 맛있어요.꿔바로우는 쫄깃쫄깃해서 맛있네요.제가 굵은 면을 별로 안 좋아하는 편인데도, 여기 면은 쫄깃쫄깃해서 맛있게 잘먹었어요."
호랑이도삭면,처음먹어보는데넘맛있어요
호랑이도삭면,맛있어용
호랑이도삭면,도삭면 처음인데 맛있게 먹었어요!
호랑이도삭면,맛있어요~~! 가격이 합리적이에요!
호랑이도삭면,도삭면 맛집~~ 완전 맛있어용☆
호랑이도삭면,꿔바로우랑 도삭면 다 맛있어요🥹🥹
호랑이도삭면,늘 맛있게 잘먹고있습니다.해장으로 너무너무 좋아요
호랑이도삭면,인테리어가 통일감을 주는 파란색과 흰색의 조화가 좋고도삭면과 미분이 색다른 맛으로 다가왔어요모든 메뉴가 맛있고 음식이 빨리 나온 점도 참 좋았어요 ^^
호랑이도삭면,너무 맛있고 매장이 청결하네용
호랑이도삭면,맛있어요~!
호랑이도삭면,우육도삭면이 국물도 시원하고 면도 쫄깃하니 맛있어요. 음식도 빨리 나와서 좋아요.
호랑이도삭면,음식이 빨리 나와요
호랑이도삭면,맛있고 좋아요해장용
호랑이도삭면,从开业到现在一直很喜欢吃，前台姐姐态度特别好，味道也很好，但是最近几次去好像换了新前台，态度特别不好，跟我欠她几百万似的，两次了，都给人感觉不舒服😞但是味道包装环境还是没得说 ，一如既往的好
호랑이도삭면,"간이 너무 쎄고, 전형적인 중국이나 대만 현지 음식 분위기입니다.친절하지도 않고..."
호랑이도삭면,소고기도삭면이 제일 맛있어요! 간장 베이스에 칼국수면 있는 한국 면요리라 해도 믿을 것 같아욯ㅎㅎㅎ꿔바로우는 무적권 시키기~!
호랑이도삭면,음식을 아직 먹지도 않았는데 비주얼부터 너무 맛있엉보여요 냄새도 합격!!
호랑이도삭면,종종 먹으러오는 맛집이에요!너무 친절하세요감사합니다
호랑이도삭면,중국에서 먹었던 우육면 맛이 나서 놀랐어요. 다른곳에서 먹었을땐 달랐는데 여긴 비슷했어요! 너무 맛있었어요!
호랑이도삭면,처음 와봤는데 단골될 거 같습니다.
호랑이도삭면,도삭면만 먹어봤는데 냉면도 맛있네요!!
호랑이도삭면,꿔바로우 도 맛있고 도삭면도 맛있네요~정기적으로 오겠습니다!!
호랑이도삭면,너무 맛있어서 또왔어요 후기남기면 샤오롱바오 2피스 꽁짜!ㅎㅎ
호랑이도삭면,너무맛있고 혼밥테이블이 있어서 편합니다!위치도좋고 회전이 빨라서 점심에 자주와요 !
호랑이도삭면,전에 왔다가 맛있어서 또 왔어요!! 우육도삭면 여기서 꼭 드샤보세요! 꿔바로우도 같이 드세요~!!!
호랑이도삭면,도삭면을 처음 먹어봤는데 너무 맛있어서 깜짝 놀랐어요! 처음 도삭면을 여기서 먹어서 다행이에용😋 우육도삭면 국물도 너무 맛있고 면도 쫄깃쫄깃해서 완전 취향 저격!!! 꿔바로우도 꼭 시켜드세요! 바삭쫄깃하니 너무 잘 어울리고 맛있어요😆
호랑이도삭면,맛있어용 !!!
호랑이도삭면,생각보다 메뉴가 엄청 다양하네요! 우육미분 먹었는데 맛있어요~
호랑이도삭면,도삭면은 처음인데 입문자도 먹기 좋았어요!맛있었습니다경희대 맛집으로 추천해요애용하겠습니다!꿔바로우도 맛있었어요!
호랑이도삭면,지나가다가 보면서 궁금했는데 리뷰보면서 더 궁금해져서 왔어요.먹자마자 수제비같은 느낌 면이 딱!!! 쫠깃쫠깃 넘 맛있네요.남편은 곱창도삭면 먹고는 해장하는것 같다네요 술도 안먹었는데ㅋㅋ향은 좀 특이한데 맛있어요ㅎㅎ
호랑이도삭면,화장실 청소는 좀 필요한것 같습니다.. 직원은 친절해서 좋아요!!
호랑이도삭면,매장이 처음 생겼을때 부터 '가봐야지'라고 생각은 했는데 미루다가 못 가본 곳이었어요!! 좋은 기회가 되어서 첫 방문하게 되었는데 굉장히 만족스러운 저녁식사를 하고 왔네요ㅎㅎ일단 양이 많아서 부족하지 않게 먹을 수 있었고 맛도 좋았어요! 향신료?가 있는 것 같았는데 심하지 않아서 부담없이 없을 수 있는 맛이었답니다!!가게에 들어가면 넓은 테이블에 혼자 앉을 수 있는 좌석까지 있어서 혼밥에도 좋을 것 같았어요!!그릇 컵 등 식기구도 너무 예뻤어요!! 예쁜 그릇에 먹어서 맛도 더 좋은 느낌 이었답니다!!저녁식사 맛있게 했어요 좋은 음식 맛보게 해주셔서 감사합니다!!
호랑이도삭면,대만에서 우육면을 먹고 오랜만에 먹고 싶어 방문하게되었어요~!!매장은 크지는 않은데 혼밥 좌석도 잘 되어있고 회전율이 빠르더라구요!!제일 먼저 궁금했던 우육 도삭면은 국물이 깔끔하고 담백했고 면은 두꺼운데 쫄깃해서 맛있었어요~!다음으로 많이 시키는 곱창 미분을 먹어봤는데요!!면의 식감이 미끌거려 특이했고 곱창과 향신료의 향이 강했어요~! 현지 음식들을 잘 먹으면 좋아하겠지만 약간 호불호를 가질 수 있는 음식이에요!마지막으로 샤오룽바오는 육즙이 줄줄 나와 맛있고  사이드 메뉴로 딱 좋아요ㅎㅎ
호랑이도삭면,굿
호랑이도삭면,아주아주 맛있어요
호랑이도삭면,도삭면 처음 먹어봤는데 쫄깃하고 맛있어요!! 혼밥하기도 좋을 것 같아요~~!!
호랑이도삭면,도삭면이 쫄깃하고 맛있어요
호랑이도삭면,우육면를 좋아하는데 우육도삭면이 맛있더라고요~~수제비같은 식감의 쫄깃한 도삭면이 좋더라고요! 국물도 육향 가득해서 맛있었어요~쏴더우자우 다진 미분은 처음 먹어봤는데요 중국향신료 향이 나면서 매콤짭짤하니 감칠맛는 국수였어요! 색다른 맛이었어요!! 그리고 꿔바로우는 겉바속촉의 그대로~ 새콤달달하니 너무 맛있더라고요!! 매장에 바테이블도 있어서 혼밥하기도 너무 괜찮을 것 같아요 ㅎ
호랑이도삭면,개인적으로
호랑이도삭면,저렴한 가격에 맛있게 잘먹었습니다! 혼밥하기 좋구 메뉴가 저렴해서 여러개 시키고 나눠먹기에도 좋아요!!
호랑이도삭면,맛있어요
호랑이도삭면,자주 오는데 항상 맛있어요
호랑이도삭면,우육면 국물도 진하고 양도 많고 정말 맛있게 잘 먹고 왔습니다 경희대 혼밥 맛집 추천합니다.
호랑이도삭면,"너무 맛있어서 정신 없이 먹다기 찍었어여ㅋㅋ제일 기본인 우육면 먹어봤는데 사골 국물 맛이 깊고, 구수하니 맛있네요👍🏻먹는 양이 많은 분들은 토핑추가해서 드시면 딱 맞을거 같아요!!"
호랑이도삭면,"와,,, 경희대중국집 양이 미쳤어요!!!친절하시고 혼밥하기에도 정말 편하게 되있어요미친듯이 술술 들어가는 맛은 물론!!🙆가성비 킹왕짱👍간만에 맛집찾음!! 자주 와야겠어요!!⭐️🖐️"
호랑이도삭면,매장은 넓고 쾌적한데 학교 앞이라 그런지 혼밥하기 좋은 좌석도 있었어요! 샤오롱바오는 고기가 가득했는데 만두를 벌리면 육즙도 가득 나와서 너무 맛있게 먹었습니다! 체인점이 많이 있는 이유가 있네요~!
호랑이도삭면,도삭면 처음 먹어봤는데 너무 맛있게 먹었어요^^ 새로운맛을 또 알아버렸네용^^ 다음에 또 방문하겠습니당😁😁
호랑이도삭면,곱창이 들어간 도삭면아주 맛있어요.대박이네요 ㅎㅎ불맛입은 도삭면 최고!
호랑이도삭면,우육면 처음 먹어보는데 면도 쫄깃하니 너무 맛있어요 !! 양도 적당하니 딱인 거 같아요 ㅎㅎ 곱창 도삭면은 약간 매콤해서 매운거 좋아하시는 분들에게 추천드려요!! 완전 맛집입니다😋
호랑이도삭면,우육면이 맛있어요
호랑이도삭면,이동네 주민에 경릐대생이면 다 아는 호랑이도삭면저는 여기 지나갈때마다 들르는 또또간집입니다. 제발 여러분 이집 소고기볶음도삭면은 꼭 먹고가주세요레전드입니다
호랑이도삭면,친구랑 우육도삭면이랑 샤오롱바오랑 꿔바로우 먹었는데 쫄깃쫄깃한 도삭면에 꿔바로우는 바삭하면서 달달하니 부드러워요 식사가 빨리나오고 단짠단짠 배부르게 먹었어요^^
호랑이도삭면,경희대 혼밥 중식당 고민중이라면 호랑이 도삭면 괜찮네요. 저는 칼칼한거 좋아해서 닭내장 도삭면 먹었어요. 이거 추천해요 :)
호랑이도삭면,매장도 깨끗하고 맛있어요~~
호랑이도삭면,맛집검색해서 왔어요도삭면 좋아하는데  맛있어요!
호랑이도삭면,양이적은게 아수움
호랑이도삭면,우육도삭면🍜 우육탕분🍜 샤오롱바오🥟 빙홍차🥤까지!회기역 우육도삭면 맛집 인정~자극적이지 않은 우육도삭면에~ 처음 먹어봤지만 약간 마라맛 나는 맛있는 우육탕분~육즙 가득한 샤오롱바오까지!그리고 이 더위 깔끔하게 당충전해주는 빼먹을 수 없는 빙홍차까지!혼밥하기도 좋은 공간도 마련되어있어 부담없이 올 수 있어요!다양한 도자기로 장식되어 내부 분위기도 깔끔하게 통일되어있어 좋아요!! 추천합니당
호랑이도삭면,자주 오는데 올때마다 맛있습미다!!도삭면도 맛있고 국물도 진해서 가성비도 좋아요면 한 번 무료리필도 해주시니 대학생들은 무조건 오시길 바랍니다 :)
호랑이도삭면,곱창도삭면은 처음인데 맛있어요!얼큰해서 해장용으로 딱이에요!곱창 볶음 도삭은 국물은 없지만 볶음면의 특유의맛이있어서 자꾸만 땡겨요!!
호랑이도삭면,"도삭면은 처음 먹어 보는데, 약간 수제비? 느낌의 식감이면서 쫄깃한 게 깊은 우육 국물과 어우러져서 아주 매력 있었습니다! 꿔바로우도 여느 중국집 못지 않게 바삭하고 소스가 새콤달콤한 것이 맛있었답니다. 강추요!! ㅎㅎ"
호랑이도삭면,처음먹어보는 맛인데 맛있네용ㅎㅎㅎ
호랑이도삭면,자주 오는 맛집입니다!
호랑이도삭면,우육면 생각하고 갔는데 완전 다른 맛이네요 !!개인적으로는 비빔 도삭면이 진짜 맛있고 비빔도삭면이랑 꿔바로우 같이 먹으면 진짜 환상의 조합이에여🥹 완전 강추드려요 ㅎㅎ 도삭면이 쫀득하고 특이해서 안 먹어보신 분은 한 번쯤 먹어보시길 추천드려요✨
호랑이도삭면,분위기 좋고 매장 청결하고 혼밥하기도 안성맞춤이에요!!무엇보다 매장 컨셉이 돋보여서 약간 여행 온 느낌이에요~연예인도 왔다 간 유명 맛집!!
호랑이도삭면,쫄깃한 식감을 좋아해서 도삭면을 좋아하는데 주변에서 찾기 힘든 종류라 자주 못먹었거든요! 근데 자주가는 회기에 도삭면집이 있다니 너무 좋아요ㅠㅠ 역시나 면도 쫄깃하고 맛있는데 우육면 유명한곳 많이 가봤지만 이 곳 우육면이 한국인 입맛에 딱 맞는 간에 부담스럽지 않고 너무 맛있데 잘 즐길 수 있는 우육면이였어요! 꿔바로우도 바삭하고 정말 만족스러웠습니다!
호랑이도삭면,회기에서 우육면 몇군데중에서 제일 자주가는 맛집 우육도삭면 진짜 먹어보세요 단골 될거임…
호랑이도삭면,도삭면 처음 먹어봤는데 너무 맛있어요!!점원분들도 친절하시고 매장도 깨끗하고 혼밥좌석이 많아서 다음에 혼밥하러 한번 와야겠어요향신료 맛이 많이 강할까 걱정했는데 입맛에 딱 맞았어요🤤볶음도삭면 강추에요
호랑이도삭면,맛있어서 재방문합니다~!
호랑이도삭면,면이 도삭면이라 식감도 좋구 맛도 너무 좋아서 단골 될 예정입니다!!!!!! 마라맛도 은은하니 너무 맛있어요ㅠㅠ
호랑이도삭면,현지맛이입니다국물도진하고 맛있어요~다음에또방문할께요~♡
거복이식당,처음 와봤는데 고기도 구워주시고 너무 친절하고 마싯어요 ㅎㅎ 다음에 또 올게요 !!
거복이식당,맛있어요!!! 경희대 오면 꼭 가세용
거복이식당,너무 맛있어요🤤 잘 먹고 갑니다
거복이식당,매장도 깔끔하구 고기도 구워주세요💖💖다들 꼭 와보세요!
거복이식당,고기 질도 좋고 가성비가 너무 좋아요🥰순두부찌개도 정말 너무너무 맛있어요!!!회기에서 고기집 오실거면 여기로 오세용… 다음에 무조건 또 오고싶어요ㅠ🤍
거복이식당,고기가너무 맛있습니다. 사장님이 진짜 잘구워주셔욬ㅋㅋㅋㅋ
거복이식당,고기가 잡내가 없고 질이 좋아요!두껍고 육즙이 터지는게 완전 맛있어욥!!강추강추!!
거복이식당,이근처 고기집들 중에 제일 맛있어요!! 리뷰보고 찾아왔는데 정말 후회없는 맛이에요~직원분께서 고기를 잘 구워주셔서 더 부드럽고 촉촉 야들야들했어요 감사합니다 또 방문할게요
거복이식당,고기가 맛있어서 항상 생각나는 곳이에요 ! 맛있게 잘 먹고 갑니다
거복이식당,너무 맛있고 좋습니다👍
거복이식당,회기 삼겹살집 하면 항상 오는 곳
거복이식당,맛있어요~~다음에도 또 오고 싶어요
거복이식당,오랜만에 왔는데 맛있어요 !! ㅎㅎ
거복이식당,너무 맛있습니다!!밑반찬도 다양하게 너무 잘 나오고기본으로 순두부찌개 나오는 것도 너무 좋아요고기도 다 구워주십니다ㅎㅎ최고~~!!🤩🤩
거복이식당,고기 항상 잘 구워주셔서 좋아요!!
거복이식당,추운날 고기 먹고 싶어서 들렸는데 가격도 괜찮고 고기 질이 너무 좋아요 자주올게요!
거복이식당,재방문하겠습니다! 맛있게 잘 먹고갑니당
거복이식당,지나갈 때마다 들러보고 싶었는데매장도 깨끗하고 고기 질 너무 좋아요~가격도 합리적입니다 히히고기 구워주셔서 너무 편하게 잘 먹었습니다~
