store_name,content
여기가좋겠네,흠... 고등학교&대학교때 이후로 거의 15년만에 가본거 같은데 입맛이 변해서 그런지 별로였어요.. 양념은 맛있으나 솔직히 닭다리 한입 베어물고 생닭냄새?나서 남편이랑 둘 다 닭다리 못먹고 버렸고 양념이 닭살 깊숙하게 베어있지도 않은데 양념(국물)도 양이 너무 적어서 끓이면서 떠먹을 국물조차 없어요. 그냥 딱 학생들이 끼니 해결하지 좋은 정도고 나이들어서까지 찾을만한 맛집은 개인적으로 아니었어요~
여기가좋겠네,맛있게 잘 먹었습니다
여기가좋겠네,닭볶음탕 닭발 모두맛있어요
여기가좋겠네,"대부분은 2인 이상 오는 것 같지만, 난 종종 혼자 가서 고기떡볶이랑 공깃밥 시켜서 혼밥하는데 양이 적당하고 혼자 배 채우기에 든든하고 좋다. 대부분 가게에 사람이 많은 편이다."
여기가좋겠네,닭도리탕 맛집!! 여기 닭이 뉴진스럽지 않은 퀄리티에 맛있어요. 닭도리탕 생각날 때 추천!!!
여기가좋겠네,"여기가좋겠네-회기동닭도리탕이 진짜 맛있고 양이 많으며진짜 가성비 너무 좋은곳으로서,경희대 학생이라면여기를 꼭 가서 먹어보는걸 추천하는 가게"
여기가좋겠네,굿
여기가좋겠네,^^
여기가좋겠네,좋아요
여기가좋겠네,뼈없는 찜닭은 처음 먹었는데 양이 많고 당면사리 추가했는데 맛있어요 닭볶음탕은 약간 싱거움이 있었다면 뼈찜은 간이 딱 맞아요 밑반찬도 맛있어서 여러번 리필했네요 ㅎㅎㅎ
여기가좋겠네,가격도 저렴하고 맛있어요 닭발도 맛있네요
여기가좋겠네,👍
여기가좋겠네,직원분들도 친절하시고 맛있어요. 중으로 시켰는데 둘이 먹으니까 양이 많아요.
여기가좋겠네,굿
여기가좋겠네,"여기 닭볶음탕도 맛집이지만,,, 뼈 없는 찜닭도 짱존맛입니다!!! 고기떡볶이는 필쑤"
여기가좋겠네,조아요
여기가좋겠네,음식이 깔끔해요
여기가좋겠네,국물이 진하고 너무 맛있어요 직원분이 너무 친절하세요 요기 강추합니다^^
여기가좋겠네,친절해요
여기가좋겠네,또 먹으러 왔습니다ㅎㅎ 양 많아서 반마리로도 두 명이서 먹기 딱이네요 가성비 좋고 맛도 있어서 손님들이 언제나 많아요
여기가좋겠네,괜히 대학가가 아님이 정도 양이 소자인데두명이서 먹어도 배부르고무엇보다 금액이 저렴함
여기가좋겠네,반마리인데도 두 명이서 배부르게 먹었습니다!맛은 당연히 있습니다 밑반찬도 나쁘지 않아요가성비도 좋으니 추천합니다
여기가좋겠네,오랜만에 고기떡볶이 굿
여기가좋겠네,맛있어요 ㅎㅎ
여기가좋겠네,맛있고 양도 충분해요
여기가좋겠네,회기동 최고 맛집!
여기가좋겠네,좋아요
여기가좋겠네,여전히 맛있네요 오랜만에 갔더니 주문도 태블릿으로 하더라구요
여기가좋겠네,굿
여기가좋겠네,굿
여기가좋겠네,친절해요
여기가좋겠네,맛있어여
여기가좋겠네,가격대비 양이푸짐해요어묵떡복기도 생겼더라고요
여기가좋겠네,양념이 무슨 맛인지 모르겠어요 보이는건 엄청 빨간데 고기에 양념이 안배어서 엄청 싱겁게 느껴지네요..
여기가좋겠네,가족의  맛평가는  닭볶음탕보다  고기떡볶이가 더 좋았어요.그런데  밑반찬  몇 가지  나왔는데대체적으로  모두 짜서  젓가락이안  가더군요. 정말  밑반찬  짭니다.
여기가좋겠네,굿
여기가좋겠네,맛있어요. 친절해요  ~
여기가좋겠네,"추억 때문에라도 좋지만, 꼭 그것때문이 아니어도 음식 만으로도 충분히 맛있는 곳. 이제 정말 몇 곳 남지 않은 회기동의 오랜 맛집."
여기가좋겠네,ㅈㅇㅇ
여기가좋겠네,맛잇어용
여기가좋겠네,"한 3년 만의...오랜만의 방문예전이나 지금이나 맛 그대로였다!여전히 사장님께서 운영하신다!둘이서 중자(한마리)는 좀 많으니, 소자 시키셔도 될 것 같아요. 걱정되시면 사리 추가하세요!"
여기가좋겠네,맛있어요
여기가좋겠네,nice
여기가좋겠네,음식이 맛있어요
여기가좋겠네,굿
여기가좋겠네,친절해요
여기가좋겠네,항상 푸짐하게주세요. 맛있습니다
여기가좋겠네,"경희의료왔다가 찾은곳인데 , 찐 맛집을 찾아간거였어요!!!오랫만에 닭볶음탕 잡내없이 칼칼하고 맛있게 잘하는집에 갔네요. 정말 양도 혜자스럽고 가격도 진짜 착해요사장님도 친절하시고, 점심때가면 자리없어요 학생들이 진짜많아요, 깜빡하고 가방을 두고 나왔는데 사장님이 뛰어서 갖다주셔서 정말 감사했어요  다음에 오면 꼭 또 들리려구요 강츄강츄 찐맛!!"
여기가좋겠네,나쁘지않네요
여기가좋겠네,고기떡볶이.닭도리탕(소)짜리 주문함 양념이 맛있어성  밥에 비벼먹기 좋네요  반찬도 맛있구요 굳굳
여기가좋겠네,"회기에서 대표적인 밥집이에요.가격도 착하고 맛있고, 특히 고기떡볶이는 한 번씩 생각납니다!"
여기가좋겠네,맛있어요!
여기가좋겠네,가성비가 좋습니다.
여기가좋겠네,"가성비 굿 ~ 낮술, 반주 뙇"
여기가좋겠네,가끔씩 방문하는데 가성비 좋아요~매번 갈때마다 느끼는건데 개인적으로는 주류가 좀 시원했으면 좋겠네요~
여기가좋겠네,닭볶음탕 고기떡볶이 무뼈닭발 주문했는데 양이 푸짐하고 맛있어요. 5명이서 배터지게 먹었어요⭕️인스타 뚱스맛집 올린영상보러오세요
여기가좋겠네,"근처 공연보고 리뷰많길래 방문했어요 공휴일에 6시도 안된 시각이었는데 만석이라 20분 정도 웨이팅했구요. 닭도리탕(소)에 분모자, 라면사리 추가햇더니 남녀 둘이 먹기 딱 좋았어요!막 엄청 맛있다 이건 솔직히 아니었는데 가성비가 좋고, 오히려 라면을 볶음면처럼 먹으니까 존맛이었어요~~직원들이 친절하고 대학가 술집 분위기 물씬 나요 ㅎㅎ"
여기가좋겠네,"여자친구와 둘이서 닭도리 소, 고기 떡볶이 시켜서 먹었는데 양도 많고 넘 맛있게 잘먹고 갑니다.또 갈께요^-^"
여기가좋겠네,닭발도 맛있고 닭볶음탕도 맛있어요.
여기가좋겠네,민들래영토를 갔다가 백종원 대표님 솔루션 해준 닭볶음탕이 생각나서 가봤는데 여전히 장사가 잘되고맛도 좋았습니다.둘이가면 (소) 자에 사리 추가  고기 떡복이 이렇게 시키면 딱 좋아요감자 사리를 시켰는데 너무 잘 시켰다 생각했어요~고기 떡볶이 강추! 입니다.
여기가좋겠네,회전이빠르고 양과 가성비.맛까지 좋습니다.반찬도 맛있고요고기떡볶이 안시켰음 후회할뻔.주차는안되니 인근주차장 이용하시면됩니다.밥땡기는 닭도리맛.재방문 각인곳.
여기가좋겠네,맛있어요
여기가좋겠네,2년만에 방문했어요 ㅎㅎ 여전히 맛있고 양도 많아요 잘 먹었습니다 !!
여기가좋겠네,맛있어요
여기가좋겠네,가성비최고인곳👍🏼재료도 신선라고 양도 정말 많아요ㅋ막걸리는 부르는맛🍶
여기가좋겠네,가성비 좋고 맛도 좋고
여기가좋겠네,조카랑 맛나게 저녁한끼. 맛집이라 사람들이 많았어요 . 양도 많고 친절하세요
여기가좋겠네,"닭볶음탕을 이 가격에 먹을 수 있다는 게 가장 최고 장점👍덧, 닭볶음탕은 가게 내부에 안내되어있는 설명대로 해서 먹어야 맛있음!공기밥 양도 넉넉하게 주셔서 좋았음😁"
여기가좋겠네,오랜만에 방문했음에도 여전히 맛있는 음식과 친절한 직원분들~맛있게 잘 먹었습니다^^
여기가좋겠네,맛 좋아
여기가좋겠네,굿
여기가좋겠네,최고에요너무맛있어요
여기가좋겠네,최고고너무좋네요
여기가좋겠네,최고고너무맛있어요
여기가좋겠네,저렴하고 맛있어요 잘먹고갑니다
여기가좋겠네,양도 많고 너무 맛있어요! 우동사리 꼭 추가하세요
여기가좋겠네,오랜만에 먹었는데 역시 너무 맛있게 먹었습니다 ㅠ 진리
여기가좋겠네,"여기가좋겠네 회기역#생방송투데이 #백종원의골목식당 #닭볶음탕 #찜닭인근에 경희대학교와 외국어대학교 가 있는 대학가답게 싸고 양도 푸짐하다. 닭볶음탕 소(13,000원)를 주문했는데 다른 곳의 중자를 능가하는 양이며 닭도 크기가 커서 한조각 한조각이 주먹만하다. 반찬도 무한리필이라 더 퍼다가 더 먹었다. 떡과 감자를 추가하니 양이 중자 돼버렸다. ㅎㅎ 맵찔이인 나지만 그렇게 맵지는 않고 매콤+달달한 양념장과 쌀떡, 파, 양파, 감자가 쫄여져 양념이 잘 스며들어 제대로 된 닭볶음탕의 풍미를 맛볼수 있다후식으로 회기역1번 출구 원조붕어빵 천원에5개 먹으면 화룡점정 찍고 상쾌한 하루를 힘차게 보낼수 있다.  단팥은 천원에5개, 슈크림은 천원에4개로 전국최저가로 팔지만 맛은 굿이다."
여기가좋겠네,맛있어서 멀지만 가게됩니다
여기가좋겠네,학교 다닐때 학식보다 자주 먹었는데오랜만에 추억돋아 방문 ㅋㅋㅋㅋ여전히 가성비 좋아 손님 많네요
여기가좋겠네,유명한 맛집답게 사람이 정말 많았어요~ 학교 근처 식당이라 그런지 확실히 가성비가 정말 좋은 거 같아요 👍
여기가좋겠네,생각보다 별로예요 좀더 팔팔 끓이고 나오면 좋을듯요
여기가좋겠네,친절해요
회기왕갈비탕,오랫만에 찾은 맛집~너무 맛나네요주인사장님도 친절하세요또 방문할께요~^^
회기왕갈비탕,요즘 감기가 유행이라 뜨끈한 갈비탕 먹으로 왔는데 최고로 맛있습니다 회기 사람이라면 무조건 와봤을 거에툐 최고 회기왕갈비탕 🤍🤍가격도 너무너무 착하고 밥도 무한리필에 깍두기도 너무 맛있습니다
회기왕갈비탕,91세 아버지 89세 어머니와 갈비탕 먹으러왔네요눈도오고뜨겁고 든든한 왕갈비탕나는 왜 병원 모시고 오기전에는 일케 못왔을까 반성하며오늘도 맛있는 식사 감사합니다모두 건강하고 행복하세요
회기왕갈비탕,고기양도 많고 야들야들하미 맛있어요 회기 오면 또 갈것 같아요
회기왕갈비탕,회사근처라 동생과 와 봤는데 고기양도 푸짐히고 매장도 깔끔하네요. 이젠 갈비탕 먹고 싶으면 여기로 와야겠어요. 서빙하시는 분들도 친절하시고 셀프바도 있어서 모자란 반찬은 갖다먹음 되겠어요. 미수가루도 공짜네요 ㅎㅎ
회기왕갈비탕,갈비탕 좋아하는 육식파는 무조건 여기입니다!! 강추입니다
회기왕갈비탕,기력회복 특 갈비탕 ! 바람도 많이 불고 추운날이 계속인데~ 새해맞이로 급 갈비탕 맛있게 냠 😋
회기왕갈비탕,갈비탕 고기 양도 푸짐하고 맛있어요!후식인 보리강정이랑 미숫가루도 맛있네요 ㅎㅎ이제 갈비탕은 여기로 정착할게요💕
회기왕갈비탕,여자친구와 올해 첫 식사로 뭐 먹을지 고민하다..보양도 되고 맛도잇을거같은 갈비찜을 먹기로했답니다!반찬도 맛있고 참 만족스러웠답니다!
회기왕갈비탕,갈비가 적당히 기름지고 살이 엄청 부드럽고 촉촉했어요! 매일120kg갈비 핏물을 빼고 여러번 푹 고아서 만들었다는데 진짜 맞는 것 같더라구요..석박지도 식감이 좋고 갈비국물이랑 잘 어울리는 새콤한 맛이여서 질리지않고 계속 먹을 수 있었어요😁그리고 밥다먹고 무한리필로 먹을 수 있는 보리강정이랑 미숫가루도 완전 별미입니다👍👍👍회기나 외대사시는분 여기 꼭 한번은 와야됩니다..정말
회기왕갈비탕,집 근처라 방문했는데 고기 양 엄청 많고 맛있어요! 리필바도 잘되어 있어서 든든하게 먹을 수 있습니다!
회기왕갈비탕,한번 들었다 넘 맛있어서 단골 됐어요~~~ 갈비탕 맛있고 반찬 알차네요 ㅎㅎ
회기왕갈비탕,얼큰 걸비탕 맛있어요
회기왕갈비탕,고기양도 많고 국물도 진하고 맛있어요 ㅎㅎㅎㅎ
회기왕갈비탕,친구가 추천해서 왔는데 양도 푸짐하고 너무 맛있어요!!!또 올게요!!
회기왕갈비탕,갈비탕 맛있고 미숫가루랑 보리강정도 넘 맛있어요!!!!!!!재방문이고 단골 할겁니다
회기왕갈비탕,새해에 가족들이랑 먹으러 왔는데 깔끔하고 맛있었습니다!! 미숫가루도 굿!!
회기왕갈비탕,양많고 맛잇어요
회기왕갈비탕,자주 방문하지만 여전히 푸짐하고 맛있네요~~
회기왕갈비탕,고기가 야들야들 부드럽고 국물도 맑고 개운해요!
회기왕갈비탕,2주 사이에 3번왔어요 갈비탕양도많고 미숫가루 보리강정 다 미챴어요 너무 맛있어요
회기왕갈비탕,양 많고 야들야들하고 너무 맛있어요!!!
회기왕갈비탕,푸짐하게 잘 먹었습니다
회기왕갈비탕,맛있어요!!고기 양도  많은데 다른 곳보다 가견아 저렴하네요거기다 후식으로 먹을 수 있는 미숫가루와 보리강정도 엄청. 맛있네요
회기왕갈비탕,매장 분위기도 좋고 테이블도 넉넉해 커플 데이트 가족외식하기 좋아요 갈비탕 가격대비 양도 푸짐하고 큼지막한 갈비가 들어 있어 발라 먹는 재미가 있어요 갈비살 부드럽고 촉촉하니 맛있어요 국물이 진하고 개운하니 맛있어요 아롱사태도 푸짐히 들어 있고 부드럽고 맛있어요^^겨울철 몸보신 음식으로 추천해요^^
회기왕갈비탕,푸짐하게 한 끼 먹으러 오기 좋아요. 맛있고 체력 충전하기 좋습니다. 보리강정도 너무 맛나요~^^
회기왕갈비탕,양 엄청 많고든든해서 맛있습니다.혼밥하기도 좋아요
회기왕갈비탕,갈비탕 생각나면 항상 와요!변함없는 맛에 고기가 정말 풍부해요
회기왕갈비탕,푸짐해요><
회기왕갈비탕,"진짜 맛있어요 미숫가루 보리과자까지 무한리필되어서 원없이 먹을 수 있어요! 갈비탕도 뜨끈하고 고기도 맛있어요 저렴한 냉동갈비 아니에요 기름지고 몸보신되는 맛이에요. 남녀노소 누구나 잘 먹을 맛이고, 미국 백악관셰프가 다녀간 곳인 만큼 인기도 많고 사람도 엄총 많아요 ! 단체석도 있고, 깍두기가 진짜 대 존 맛 탱! 탕류랑 먹기 좋은 김치. 분점 내주시면 안 될까요 … 저희 집 근처로 …"
회기왕갈비탕,깔끔하게 갈비탕도 잘 나오고 조용한 분위기여서 좋아요 ! 다음에 또 방문하겠습니다 ~~ !
회기왕갈비탕,추운날씨에 갈비탕 한그릇 즥여요 ~~~추천추천 ❤️‍🔥❤️‍🔥❤️‍🔥
회기왕갈비탕,갈비탕도 맛있는데 보리강정 넘 맛잇어요~!
회기왕갈비탕,추운 겨울에 뜨끈한 국물 생각나서 왔네요. 후기 거의 안쓰는데 맛있는 음식 같이 먹고자 남깁니다. 집 가까운 곳에  있어 가족들과 가끔 오는데 올때마다 풍성한 대갈비와 정성스러운 반찬들로 흡족하고 맛있는 식사하고 갑니다. 상호에 맞게 고기 많은 왕갈비로만 주시는데 특은 진짜 어마어마하네요. 맛은 두할말 나위없이 푹 우린 갈비 육수맛이 일품입니다. 그리고 고기도 질기지 않고 부드럽게 씹히네요. 이 집 석박지가 아주 맛있습니다. 갈비탕에 척올려 먹으면 진짜 맛있게 한그릇 뚝딱하네요. 반찬도 셀프고 밥도 원하면 리필도 됩니다. 후식으로 먹을 수 있는 보리강정과 미숫가루 정말 별미입니다. 사장님이 갈비에 진심이네요.
회기왕갈비탕,너무 맛나게 먹다보니 비닥이네요 ㅠㅠ친구들과 맛나게 먹고 신랑하고 또 먹고 아들건 포장해서 갑니다~ㅎㅎ김치.깍두기 다 맛나요
회기왕갈비탕,좋았어요
회기왕갈비탕,벌써 5번째 먹으러 왔어요ㅎㅎ
회기왕갈비탕,갈비탕 생전 먹어본 갈비탕 중에 원탑이에요..국물도 깔끔하고 고기도 튼실하고 밥도 리필가능에 반찬 구성도 좋아요. 오랜만에 방문했는데 더덕무침도 추가됐네요. 갈수록 업그레이드되고 사장님이 신경쓰시는게 보여요  최고!
회기왕갈비탕,가게 내부도 깔끔하고 음식 맛도 깔끔해요. 밥이나 반찬 리필 가능해서 낭비없이 원하는 만큼 먹을 수 있는 것도 좋네요. 고기가 많아 든든하고 맛있는 한끼 먹었습니다. 근처 갈비탕 중에서 제일 잘 먹었어요
회기왕갈비탕,생각지도않게 맛집을 또 찾았네요!진짜 큼직한 갈빗대가 3개가 있었는데 없어졌어요 ㅜㅜ김연우콘서트 보러왔다가 찾은 맛집경희대 관계자들은 좋겠습니다! ㅋ
회기왕갈비탕,양도 많고 맛도 대박입니다! 우이 아이들은 이미 여기에 중독되...어..ㅆ...👍
회기왕갈비탕,너무 맛있게 잘 먹었습니다!!든든하고 푸짐하니 너무 만족해요
회기왕갈비탕,든든하게 먹기 좋아요 맛있게 먹었습니다!
회기왕갈비탕,겨울에 따뜻한 갈비탕 짱
회기왕갈비탕,갈비탕 완전 맛있어요!! 얼큰이랑 아롱사태 하나씩 시켰는데 해장되는 맛입니당 추천해요!!!!💕💕💕
회기왕갈비탕,매장 청결하고 혼밥석도 있어요. 음식도 맛있습니다
회기왕갈비탕,양도 푸짐하고 맛있어요겨울에 든든하네요
회기왕갈비탕,갈비가 엄청 잘 익어서 잘 떨어져요!! 밑반찬도 다 맛있고 보리강정이랑 미숫가루도 무료 제공됩니다 아주 맛있어욤!!!
회기왕갈비탕,맛있어요!!!!!! 항상 구성이 알차서 좋아요 잘 먹었습니다
회기왕갈비탕,담백하고 국물이 원해서 아주 맛있어요!!!
회기왕갈비탕,올때마다 과식하게 됩니다. 푸짐하고 맛있고 공간도 좋고 보신되는 기분이 들고 사이드바도 훌륭해요. 하나같이 맛있어요
회기왕갈비탕,맛나고 고기가 많아 좋네요가성비 좋아요
회기왕갈비탕,벌써 두달만에 세번째 방문이요~!
회기왕갈비탕,"아롱사태갈비탕 먹었는데 양도많고 정말 담백하고 맛있어요!♡ 밥,반찬도 다 리필이 가능하고 보리강정, 후식 미숫가루 넘넘 맛나요! 여기 자주오는데 정말 맛있어요"
회기왕갈비탕,첫방문인데 국물도 깔끔하고맛있어요사장님 번창하세요~~^^
회기왕갈비탕,매번 맛있게 먹고있어요!! 겨울이라 날이 쌀쌀해져 기력보충하러 왔습니다👍🏻👍🏻
회기왕갈비탕,고기 양이 정말 많고 국물맛이 좋습니다
회기왕갈비탕,"밥, 반찬 무한리필에 가게도 깨끗해요"
회기왕갈비탕,특왕갈비탕 갈비살도 야들야들 부드럽게 떨어지고 너무 맛있어요~~👍 그리고 제공되는 미숫가루는 진하면서 풍미가 최고에요! 서비스 보리강정까지 최고! 또 올게요!!😊
회기왕갈비탕,맛있어요. 여기 특히 헛개차와 미숫가루가 제공되는데 아주 야무집니다!
회기왕갈비탕,회기왕갈비탕이 맛있다고 들어서 방문했는데 갈비대도 큰거2개 작은거2개 주고 양이 푸짐하네요~~추운날 몸보신하고 따뜻하게 먹을 수 있어서 좋아요~🙂 good good~~👍
회기왕갈비탕,갈비탕 너무 맛있써여고기도 많고 부드럽고 국물도 맛있써여반찬도 딱 필요한것만 있고 갈비탕이랑 같이 먹기 좋아여아빠랑 맛있게 잘먹었써여
회기왕갈비탕,양많고 맛있었네요
회기왕갈비탕,너무 맛있어요~~ 양도 많고 국물 너무 시원합니다👍👍
회기왕갈비탕,양 많고 맛있어요! 도라지랑 미숫가루 보리강정 따로 떠올 수 있는 것도 좋아요!
회기왕갈비탕,고기양도 많고 맛있어요!!
회기왕갈비탕,여기 왕갈비탕 양도 진짜 많고 국물도 맛있습니다!!!그리고 미숫가루랑 보리강정이 진짜 킥이에요👍🏻👍🏻👍🏻
회기왕갈비탕,너무 맛있게 잘먹고 갑니다!! 고기 많은거 짱짱!
회기왕갈비탕,맛있어요
회기왕갈비탕,갈비탕 양도 많고 깔끔해요. 국물 맛도 자극적이지 않고 맛있어오. 밥도 부족하면 무료로 더 먹을 수 있어서 좋아요.
회기왕갈비탕,예전에 맛있게 먹었던 기억이있는 회기왕갈비탕! 부모님 회기에 놀러오셔서 데려갔는데 너무 잘 드셔서 좋았어용요즘같이 추운 날 갈비탕생각나는데 딱 죠아용후식 보리강정+미숫가루까지 굿
회기왕갈비탕,좋아요
회기왕갈비탕,"회기왕갈비탕에서 아롱사태갈비탕 먹고 왔습니다. 국물은 깔끔하면서도 깊은 감칠맛이 있어 계속 숟가락을 들게 했고, 고기는 부드러우면서도 쫄깃한 식감이 인상적이었습니다. 오픈 주방이라 음식이 만들어지는 모습이 보여서 믿음이 갔고, 혼밥하기에도 전혀 어색하지 않은 분위기였습니다. 셀프 코너로 반찬과 밥을 마음껏 즐길 수 있었던 것도 굿굿! 따뜻한 한 끼가 필요할 때 추천👍 후식으로 미숫가루랑 강정은 꼭 드세용!!"
회기왕갈비탕,국물 진하고 고기 많고 김치 맛있고 갈비탕 전반적으로 넘 최고네요 ㅎㅎㅎㅎ
회기왕갈비탕,"부모님 모시고 왔는데,고기많고 맛있네요!!추운날 따듯한 저녁 맛있었습니다!!@굿굿"
회기왕갈비탕,태어나서 먹어본 갈비탕중 가장 맛있고 양이 많아요
회기왕갈비탕,제기준 갈비탕집은 여기가 넘버원 이네요 ㅎㅎ 항상 맛있게 잘먹고 있습니다.
회기왕갈비탕,너무 맛있고 양도 많아거 한달에 3번이상은 방문해요 회기 맛집 강추!!!
회기왕갈비탕,경희대생들의 겨울철 최고 보양식당
회기왕갈비탕,"갈빗대가 정말 크고 고기도 부드러워요셀프바에 있는 미숫가루도 너무 고소해요밥, 반찬 ,육수까지 리필해주는게 너무 좋은것 같습니다!!"
회기왕갈비탕,이 집은 그냥 와서 드셔보세요... 먹을때마다 너무 맛있어서 감탄하네요... 진짜 갈비탕 중 1등이에요 그냥 오늘도 잘 먹고 갑니다~~
회기왕갈비탕,갈빗대 양도 많고 국물도 맛있네요~! 이 가격에 이 맛이면 추천합니다!
회기왕갈비탕,해장이 너무 잘되고 좋아요.다른 갈비탕집보다 고기 양이 많고 시원합니다재방문의사 무조건 있어요! 회기 갈비탕은 회기왕갈비탕으로 오세요 :)
회기왕갈비탕,고기 듬뿍 아롱사태 갈비탕 먹었어요!기본 갈비탕에 아롱사태 토핑이 있어서 고기 많이 먹고 싶을 때 좋아요매장에 보리강정이랑 미숫가루도 있어서 후식으로 먹기 좋았습니다
회기왕갈비탕,정말 너무 빨리나와서 좋다고 생각했는데 이건 뭐.. 야간끝나고 밥 좀 먹고 잘랬더니 잘시간도 얼마없어 시간도 없는데 비조리라고 말도 없이 냉큼 갔다 주니까 벌써 끓이면서 준비하고 있었나한 내가 바보같다. 실망이다. 비조리 설명도 없고 반대로 너무 빨리갔다주니까 차갑기만한데 언제한걸 준건지도 의심스럽고 맛도 그저그런걸 보니 뼈해장국먹으려다 마땅한데가 없어 대체로 먹었지만 정말 다신 시킬 생각없게 불만족스러웠다.
회기왕갈비탕,맛있습니다 회기 맛집 중 일등입니다
회기왕갈비탕,짱 맛있어요!!! 추운 날씨에 딱이에요!!!
회기왕갈비탕,회기역 근처 최고 갈비탕 맛집!!!예전부터 자주오던 갈비탕 맛집이에요ㅠㅠ 근데 요즘 너무 인기많아져서 올때마다 웨이팅해야되서 마음이 아프지만 잘되니 너무 좋네요~ 밑반찬도 깔끔하고 특히 도라지무침?? 이 너무맛있어요 갈비탕은 추운날 뜨끈하니 잡내도없고 너무맛있구요!!! 갈비탕 찾으시면 완전 추천이요!
회기왕갈비탕,맛있어요. 왜 웨이팅이 있는지 알겠어요.비싸도 옵니다.
회기왕갈비탕,맛있어요!
회기왕갈비탕,맛있어요. 재방문의사있어요
회기왕갈비탕,든든하고 뜨끈하고 푸짐한 아롱사태 갈비탕 너무 맛있게 먹었습니다. 속이허하고 기운보충 필요할때 강력추천!! 또 미숫가루 보리강정 후식이 너무 맛있어요~!!
회기왕갈비탕,"매운갈비탕 완전 얼큰하고 맛있어요! 석박지랑 도라지(?) 반찬들도 다 맛있고, 특히 후식으로 마음껏 먹을 수 있는 미숫가루랑 보리과자 완전 존맛탱 ㅠㅠ"
회기왕갈비탕,자주오는 갈비탕맛집 푸운날 자주 생각나는맛입니다
회기왕갈비탕,맛있어요.  고기 실해요
회기왕갈비탕,"아롱사태많이 갈비탕, 갈비탕 시켜먹고,밥 무한리필! 미숫가루 무한리필! 보리강정 굳"
회기왕갈비탕,양 많고 밥이랑 미숫가루 무한리필이에요~!
회기왕갈비탕,두번째 오는건데 맛있어요. 추운 겨울에 딱이에요!
회기왕갈비탕,푸짐하고 맛있는 갈비탕입니다~여타 고깃집처럼 시끄럽지도 않고편안고 맛있게 식사를 즐길수 있었습니다
회기왕갈비탕,"n번째 재방문입니다.날이 추워질수록 생각나는 집입니다.얼큰도 맛있네요~~고기가 부드럽고 양 많고, 밑반찬도 맛있어요오늘도 맛있게 푸짐하게 먹고 갑니다."
회기왕족발보쌈,로컬 족발 맛집!
회기왕족발보쌈,잘 먹었어요
회기왕족발보쌈,좋아요
회기왕족발보쌈,회기에서 보쌈 제일 잘하는 맛집!!김치가...아주 예술♥️평일인데도 만석!!역시 회기 맛집
회기왕족발보쌈,족발이 쫀듯하고 맛있네요
회기왕족발보쌈,쟁반국수 기대했는데 별루예요.대학가근처인데 가격이 비싸여
회기왕족발보쌈,동창들과 졸업 후 처음으로 학교앞 모임 ㅎ학교 다닐 때 간간히 다니던 곳인데.. 이제는 이 동네 유명 맛집이 되었네요 예약안해도 그냥 오면 된다고 해서 갔는데 5시에 들어가자 마자 바로 꽉 차네요좀만 늦었으면 웨이팅할뻔 ㅎ 오래되서 그때 맛은 기억은 안나지만 여전히 맛있네요 족발 고기는 담백하고 보쌈 김치는 맛깔나고 이 집의 강점인듯 하네요 오래간만에 와서 잘 먹고 갑니다
회기왕족발보쌈,너무 맛있어요 👍
회기왕족발보쌈,김치가 정말 대단하다 👀👀 달콤매콤 또 가고 시퍼요
회기왕족발보쌈,굿
회기왕족발보쌈,보쌈 김치랑 시래국 맛이 좋아요 ^  ^
회기왕족발보쌈,좋아요
회기왕족발보쌈,좋아요
회기왕족발보쌈,진짜 이곳 보쌈은 찐이에요 진짜 개개개객개맛있어요. 친구들이랑도 자주 오고 데려오는 친구들마다 전부 그냥 엄지척입니다.. 일단 김치때깔부터 남다달라요 안에 배가 있어서 달달하고 고기 잡내 전혀 없어요. 진짜 너무 맛있단 말밖에 안나옵니다. 보쌈맛집? 단연 이곳이 넘버원이에요..
회기왕족발보쌈,포장이 푸짐해요 김치가 밥도둑이에요
회기왕족발보쌈,양이많아요
회기왕족발보쌈,보쌈이 생각날때 항상 포장해갑니다👍🏻
회기왕족발보쌈,포장해도 막국수까지 다 챙겨주시는 쎈수여기 김치믄 말해 뭐해요 정신없이 먹느라 사진을 빼먹은 아쉬움*^^*
회기왕족발보쌈,조아요
회기왕족발보쌈,잡내없이 맛있어요. 보쌈 먹고 싶을 때 마다 생각날거 같아요
회기왕족발보쌈,맛나영
회기왕족발보쌈,너무 맛있어요..체고체고
회기왕족발보쌈,장사도 잘되는데 왜 늘 인상을 쓰면서 말할까직원도 아니고 장사가 잘되면좋은거 아닌가
회기왕족발보쌈,"제가 안대를 쓰고 먹었다면, 족발인지 삼겹살인지 구분이 안가는 맛인거 같네요. 족발이라함은 한약재와 함께 잡내제거 및 담백한 맛으로 먹은 음식인데, 여기 족발은 담백한 맛이 아닌 소금맛이 납니다."
회기왕족발보쌈,"김치가 특이하고 맛있었어요! 고기도 야들야들 부드럽고 같이 나오는 동치미, 시래기국, 콩나물국까지 알차요"
회기왕족발보쌈,맛있어요
회기왕족발보쌈,굿
회기왕족발보쌈,너무 맛나요 족발이나 보쌈이냐 늘 고민될뿐 ㅋ막국수는 간이 좀 약한듯.. 조금 더 양념하셔도 좋을듯
회기왕족발보쌈,오랜만에 간 경희대앞 족발맛집~ 고기 잡내도 없고 부드럽고 친구가 양 많고 맛나다고 넘 좋아하네요.. 얼갈이국 칼칼하고 밥도둑이었고 막국수 굿굿
